,Park_Name,Death Total,activities,deaths
327,Olympic National Park,29,"['Astronomy', 'Stargazing', 'Biking', 'Road Biking', 'Boating', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'RV Camping', 'Climbing', 'Mountain Climbing', 'Fishing', 'Freshwater Fishing', 'Fly Fishing', 'Saltwater Fishing', 'Food', 'Dining', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Auto', 'Hands-On', 'Citizen Science', 'Arts and Crafts', 'Volunteer Vacation', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horse Camping (see also camping)', 'Paddling', 'Canoeing', 'Kayaking', 'Junior Ranger Program', 'Tubing', 'Snow Tubing', 'Skiing', 'Cross-Country Skiing', 'Downhill Skiing', 'Snow Play', 'Snowshoeing', 'Surfing', 'Swimming', 'Pool Swimming', 'Freshwater Swimming', 'Saltwater Swimming', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",1
328,Oregon Caves National Monument & Preserve,0,"['Camping', 'Car or Front Country Camping', 'RV Camping', 'Caving', 'Food', 'Dining', 'Picnicking', 'Guided Tours', 'Hands-On', 'Citizen Science', 'Volunteer Vacation', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Hunting and Gathering', 'Hunting', 'Junior Ranger Program', 'Swimming', 'Freshwater Swimming', 'Wildlife Watching', 'Birdwatching', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
329,Oregon National Historic Trail,0,"['Auto and ATV', 'Scenic Driving', 'Guided Tours', 'Self-Guided Tours - Auto', 'Hiking', 'Horse Trekking', 'Horseback Riding', 'Museum Exhibits']",0
330,Organ Pipe Cactus National Monument,0,"['Auto and ATV', 'Scenic Driving', 'Astronomy', 'Stargazing', 'Biking', 'Road Biking', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'RV Camping', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Off-Trail Permitted Hiking', 'Horse Trekking', 'Horse Camping (see also camping)', 'Horseback Riding', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
331,Overmountain Victory National Historic Trail,0,"['Guided Tours', 'Self-Guided Tours - Auto', 'Hiking', 'Front-Country Hiking']",0
332,Oxon Cove Park & Oxon Hill Farm,0,"['Biking', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hands-On', 'Hiking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
333,Ozark National Scenic Riverways,10,"['Auto and ATV', 'Scenic Driving', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'RV Camping', 'Caving', 'Fishing', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Hunting and Gathering', 'Gathering and Foraging', 'Hunting', 'Paddling', 'Canoeing', 'Canoe or Kayak Camping', 'Kayaking', 'Stand Up Paddleboarding', 'Tubing', 'River Tubing', 'Wildlife Watching', 'Park Film']",1
334,Padre Island National Seashore,11,"['Arts and Culture', 'Auto and ATV', 'Biking', 'Boating', 'Camping', 'Fishing', 'Paddling', 'Canoeing', 'Kayaking', 'Junior Ranger Program', 'Swimming', 'Saltwater Swimming', 'Wildlife Watching', 'Birdwatching', 'Shopping', 'Bookstore and Park Store']",1
335,Palo Alto Battlefield National Historical Park,0,"['Arts and Culture', 'Cultural Demonstrations', 'Biking', 'Road Biking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Living History', 'Historic Weapons Demonstration', 'First Person Interpretation', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
336,Paterson Great Falls National Historical Park,0,"['Arts and Culture', 'Cultural Demonstrations', 'Food', 'Dining', 'Guided Tours', 'Junior Ranger Program']",0
337,Pea Ridge National Military Park,0,"['Biking', 'Road Biking', 'Guided Tours', 'Self-Guided Tours - Auto', 'Hiking', 'Horse Trekking', 'Horseback Riding', 'Living History', 'Historic Weapons Demonstration', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
338,Pearl Harbor National Memorial,0,"['Guided Tours', 'Self-Guided Tours - Auto', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
339,Pecos National Historical Park,0,"['Arts and Culture', 'Cultural Demonstrations', 'Fishing', 'Fly Fishing', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Front-Country Hiking', 'Living History', 'Junior Ranger Program', 'Shopping', 'Bookstore and Park Store']",0
340,Pennsylvania Avenue,0,"['Guided Tours', 'Junior Ranger Program']",0
341,Perry's Victory & International Peace Memorial,0,"['Arts and Culture', 'Craft Demonstrations', 'Cultural Demonstrations', 'Live Music', 'Astronomy', 'Stargazing', 'Biking', 'Boating', 'Fishing', 'Freshwater Fishing', 'Living History', 'Historic Weapons Demonstration', 'First Person Interpretation', 'Paddling', 'Canoeing', 'Kayaking', 'Stand Up Paddleboarding', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits']",0
342,Petersburg National Battlefield,0,"['Auto and ATV', 'Scenic Driving', 'Biking', 'Mountain Biking', 'Road Biking', 'Fishing', 'Freshwater Fishing', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horseback Riding', 'Junior Ranger Program', 'Shopping', 'Bookstore and Park Store']",0
343,Petrified Forest National Park,0,"['Arts and Culture', 'Cultural Demonstrations', 'Auto and ATV', 'Scenic Driving', 'Astronomy', 'Stargazing', 'Biking', 'Road Biking', 'Camping', 'Backcountry Camping', 'Horse Camping (see also Horse/Stock Use)', 'Compass and GPS', 'Geocaching', 'Orienteering', 'Food', 'Dining', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Hands-On', 'Citizen Science', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Off-Trail Permitted Hiking', 'Horse Trekking', 'Horse Camping (see also camping)', 'Horseback Riding', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
344,Petroglyph National Monument,0,"['Hiking', 'Front-Country Hiking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Shopping', 'Bookstore and Park Store']",0
345,Pictured Rocks National Lakeshore,0,"['Auto and ATV', 'Scenic Driving', 'Biking', 'Road Biking', 'Boating', 'Motorized Boating', 'Jet Skiing', 'Boat Tour', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Car or Front Country Camping', 'Group Camping', 'RV Camping', 'Climbing', 'Ice Climbing', 'Fishing', 'Freshwater Fishing', 'Fly Fishing', 'Guided Tours', 'Self-Guided Tours - Walking', 'Boat Tour', 'Hands-On', 'Volunteer Vacation', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Hunting and Gathering', 'Hunting', 'Paddling', 'Canoeing', 'Canoe or Kayak Camping', 'Kayaking', 'Stand Up Paddleboarding', 'Junior Ranger Program', 'SCUBA Diving', 'Skiing', 'Cross-Country Skiing', 'Snowmobiling', 'Snowshoeing', 'Swimming', 'Freshwater Swimming', 'Wildlife Watching', 'Birdwatching', 'Museum Exhibits', 'Shopping']",0
346,Pinnacles National Park,0,"['Astronomy', 'Stargazing', 'Biking', 'Road Biking', 'Camping', 'Car or Front Country Camping', 'Group Camping', 'RV Camping', 'Caving', 'Climbing', 'Rock Climbing', 'Food', 'Picnicking', 'Hands-On', 'Citizen Science', 'Volunteer Vacation', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
347,Pipe Spring National Monument,0,"['Arts and Culture', 'Craft Demonstrations', 'Cultural Demonstrations', 'Astronomy', 'Stargazing', 'Camping', 'Car or Front Country Camping', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hands-On', 'Arts and Crafts', 'Hiking', 'Front-Country Hiking', 'Living History', 'Junior Ranger Program', 'Park Film', 'Shopping', 'Bookstore and Park Store']",0
348,Pipestone National Monument,0,"['Arts and Culture', 'Craft Demonstrations', 'Cultural Demonstrations', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Junior Ranger Program', 'Snowshoeing', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Gift Shop and Souvenirs']",0
349,Piscataway Park,0,"['Boating', 'Fishing']",0
350,Point Reyes National Seashore,32,"['Biking', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Fishing', 'Food', 'Picnicking', 'Guided Tours', 'Hiking', 'Horse Trekking', 'Horseback Riding', 'Paddling', 'Kayaking', 'Junior Ranger Program', 'Wildlife Watching', 'Park Film', 'Shopping', 'Bookstore and Park Store']",1
351,Pony Express National Historic Trail,0,"['Auto and ATV', 'Scenic Driving', 'Guided Tours', 'Self-Guided Tours - Auto', 'Hiking', 'Horse Trekking', 'Horseback Riding', 'Living History', 'Reenactments', 'Museum Exhibits']",0
352,Port Chicago Naval Magazine National Memorial,0,"['Guided Tours', 'Park Film']",0
353,Potomac Heritage National Scenic Trail,0,"['Biking', 'Mountain Biking', 'Road Biking', 'Boating', 'Motorized Boating', 'Sailing', 'Boat Tour', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'Fishing', 'Freshwater Fishing', 'Fly Fishing', 'Saltwater Fishing', 'Food', 'Guided Tours', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Off-Trail Permitted Hiking', 'Living History', 'First Person Interpretation', 'Paddling', 'Canoeing', 'Canoe or Kayak Camping', 'Kayaking', 'Stand Up Paddleboarding', 'Whitewater Rafting', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
354,Poverty Point National Monument,0,"['Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Museum Exhibits']",0
355,President William Jefferson Clinton Birthplace Home National Historic Site,0,"['Biking', 'Road Biking', 'Food', 'Picnicking', 'Guided Tours', 'Junior Ranger Program', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
356,President's Park (White House),0,"['Arts and Culture', 'Live Music', 'Guided Tours', 'Self-Guided Tours - Walking', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
357,Presidio of San Francisco,0,"['Arts and Culture', 'Biking', 'Golfing', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Front-Country Hiking', 'Wildlife Watching', 'Birdwatching', 'Museum Exhibits']",0
358,Prince William Forest Park,0,"['Arts and Culture', 'Biking', 'Mountain Biking', 'Road Biking', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Group Camping', 'RV Camping', 'Compass and GPS', 'Orienteering', 'Fishing', 'Freshwater Fishing', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hands-On', 'Volunteer Vacation', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Hunting and Gathering', 'Junior Ranger Program', 'Playground', 'Wildlife Watching', 'Park Film', 'Shopping', 'Bookstore and Park Store']",0
359,Pullman National Monument,0,"['Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Park Film', 'Museum Exhibits', 'Shopping', 'Gift Shop and Souvenirs']",0
360,Puʻuhonua o Hōnaunau National Historical Park,0,"['Arts and Culture', 'Cultural Demonstrations', 'Fishing', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Junior Ranger Program', 'Snorkeling', 'Wildlife Watching', 'Birdwatching', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
361,Puʻukoholā Heiau National Historic Site,0,"['Arts and Culture', 'Craft Demonstrations', 'Fishing', 'Saltwater Fishing', 'Guided Tours', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
362,Rainbow Bridge National Monument,0,"['Boating', 'Boat Tour', 'Guided Tours', 'Boat Tour', 'Hiking', 'Junior Ranger Program']",0
363,Reconstruction Era National Historical Park,0,"['Guided Tours', 'Shopping', 'Bookstore and Park Store']",0
364,Redwood National and State Parks,19,"['Arts and Culture', 'Cultural Demonstrations', 'Auto and ATV', 'Scenic Driving', 'Biking', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horseback Riding', 'Paddling', 'Kayaking', 'Junior Ranger Program', 'Tubing', 'River Tubing', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Shopping', 'Bookstore and Park Store']",1
365,Richmond National Battlefield Park,0,"['Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Living History', 'Historic Weapons Demonstration', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
366,Rio Grande Wild & Scenic River,0,"['Boating', 'Boat Tour', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Fishing', 'Food', 'Dining', 'Hiking', 'Paddling', 'Canoeing', 'Canoe or Kayak Camping', 'Kayaking', 'Wildlife Watching', 'Birdwatching']",0
367,River Raisin National Battlefield Park,0,"['Arts and Culture', 'Craft Demonstrations', 'Cultural Demonstrations', 'Live Music', 'Theater', 'Auto and ATV', 'Scenic Driving', 'Biking', 'Road Biking', 'Compass and GPS', 'Geocaching', 'Fishing', 'Freshwater Fishing', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Hands-On', 'Citizen Science', 'Arts and Crafts', 'Volunteer Vacation', 'Hiking', 'Front-Country Hiking', 'Living History', 'Reenactments', 'Historic Weapons Demonstration', 'First Person Interpretation', 'Paddling', 'Canoeing', 'Kayaking', 'Junior Ranger Program', 'Team Sports', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
368,Rock Creek Park,21,"['Arts and Culture', 'Live Music', 'Auto and ATV', 'Scenic Driving', 'Astronomy', 'Planetarium', 'Stargazing', 'Biking', 'Fishing', 'Food', 'Picnicking', 'Golfing', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horseback Riding', 'Paddling', 'Canoeing', 'Kayaking', 'Stand Up Paddleboarding', 'Junior Ranger Program', 'Playground', 'Wildlife Watching', 'Birdwatching', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",1
369,Rocky Mountain National Park,47,"['Arts and Culture', 'Auto and ATV', 'Scenic Driving', 'Astronomy', 'Biking', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Group Camping', 'RV Camping', 'Climbing', 'Fishing', 'Food', 'Picnicking', 'Hands-On', 'Citizen Science', 'Volunteer Vacation', 'Hiking', 'Horse Trekking', 'Horseback Riding', 'Junior Ranger Program', 'Tubing', 'Snow Tubing', 'Skiing', 'Cross-Country Skiing', 'Downhill Skiing', 'Snow Play', 'Snowshoeing', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",1
370,Roger Williams National Memorial,0,"['Arts and Culture', 'Cultural Demonstrations', 'Live Music', 'Food', 'Guided Tours', 'Self-Guided Tours - Walking', 'Living History', 'First Person Interpretation', 'Junior Ranger Program', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
371,Roosevelt Campobello International Park,0,['Museum Exhibits'],0
372,Rosie the Riveter WWII Home Front National Historical Park,0,"['Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Living History', 'Park Film', 'Museum Exhibits']",0
373,Russell Cave National Monument,0,"['Guided Tours', 'Hiking', 'Front-Country Hiking', 'Living History', 'Historic Weapons Demonstration', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
374,Sagamore Hill National Historic Site,0,"['Arts and Culture', 'Craft Demonstrations', 'Live Music', 'Astronomy', 'Biking', 'Road Biking', 'Compass and GPS', 'Geocaching', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hands-On', 'Citizen Science', 'Arts and Crafts', 'Hiking', 'Front-Country Hiking', 'Living History', 'Reenactments', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
375,Saguaro National Park,16,"['Arts and Culture', 'Auto and ATV', 'Scenic Driving', 'Astronomy', 'Stargazing', 'Biking', 'Camping', 'Backcountry Camping', 'Guided Tours', 'Hiking', 'Backcountry Hiking', 'Junior Ranger Program']",1
376,Saint Croix Island International Historic Site,0,"['Paddling', 'Junior Ranger Program', 'Wildlife Watching']",0
377,Saint Croix National Scenic Riverway,16,"['Boating', 'Motorized Boating', 'Camping', 'Canoe or Kayak Camping', 'Fishing', 'Freshwater Fishing', 'Fly Fishing', 'Hands-On', 'Citizen Science', 'Hiking', 'Hunting and Gathering', 'Hunting', 'Paddling', 'Canoeing', 'Canoe or Kayak Camping', 'Kayaking', 'Junior Ranger Program', 'Tubing', 'Wildlife Watching', 'Birdwatching', 'Park Film']",1
378,Saint Paul's Church National Historic Site,0,"['Arts and Culture', 'Live Music', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hands-On', 'Arts and Crafts', 'Museum Exhibits']",0
379,Saint-Gaudens National Historical Park,0,"['Arts and Culture', 'Craft Demonstrations', 'Cultural Demonstrations', 'Live Music', 'Theater', 'Astronomy', 'Stargazing', 'Boating', 'Compass and GPS', 'Geocaching', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hands-On', 'Citizen Science', 'Arts and Crafts', 'Hiking', 'Paddling', 'Canoe or Kayak Camping', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snow Play', 'Snowshoeing', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
380,Salem Maritime National Historic Site,0,"['Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Junior Ranger Program', 'Museum Exhibits']",0
381,Salinas Pueblo Missions National Monument,0,"['Astronomy', 'Stargazing', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Front-Country Hiking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
382,Salt River Bay National Historical Park and Ecological Preserve,0,"['Paddling', 'Kayaking', 'SCUBA Diving', 'Snorkeling', 'Swimming', 'Saltwater Swimming', 'Museum Exhibits']",0
383,San Antonio Missions National Historical Park,0,"['Arts and Culture', 'Biking', 'Road Biking', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Hands-On', 'Citizen Science', 'Arts and Crafts', 'Paddling', 'Kayaking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
384,San Francisco Maritime National Historical Park,0,"['Arts and Culture', 'Craft Demonstrations', 'Cultural Demonstrations', 'Live Music', 'Boating', 'Sailing', 'Boat Tour', 'Guided Tours', 'Self-Guided Tours - Walking', 'Boat Tour', 'Hands-On', 'Arts and Crafts', 'Living History', 'First Person Interpretation', 'Junior Ranger Program', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
385,San Juan Island National Historical Park,0,"['Arts and Culture', 'Cultural Demonstrations', 'Astronomy', 'Stargazing', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Living History', 'Reenactments', 'Historic Weapons Demonstration', 'First Person Interpretation', 'Paddling', 'Kayaking', 'Junior Ranger Program', 'Swimming', 'Saltwater Swimming', 'Wildlife Watching', 'Birdwatching', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
386,San Juan National Historic Site,0,"['Arts and Culture', 'Food', 'Picnicking', 'Guided Tours', 'Hiking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Shopping', 'Bookstore and Park Store']",0
387,Sand Creek Massacre National Historic Site,0,"['Guided Tours', 'Hiking', 'Wildlife Watching', 'Birdwatching', 'Shopping', 'Bookstore and Park Store']",0
388,Santa Fe National Historic Trail,0,"['Arts and Culture', 'Theater', 'Auto and ATV', 'Scenic Driving', 'Guided Tours', 'Self-Guided Tours - Auto', 'Hiking', 'Junior Ranger Program', 'Museum Exhibits']",0
389,Santa Monica Mountains National Recreation Area,0,"['Biking', 'Mountain Biking', 'Camping', 'Car or Front Country Camping', 'Climbing', 'Rock Climbing', 'Compass and GPS', 'Geocaching', 'Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horseback Riding', 'Junior Ranger Program', 'Shopping', 'Bookstore and Park Store']",0
390,Saratoga National Historical Park,0,"['Arts and Culture', 'Craft Demonstrations', 'Cultural Demonstrations', 'Live Music', 'Auto and ATV', 'Scenic Driving', 'Biking', 'Road Biking', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horseback Riding', 'Junior Ranger Program', 'Tubing', 'Snow Tubing', 'Skiing', 'Cross-Country Skiing', 'Snow Play', 'Snowshoeing', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
391,Saugus Iron Works National Historic Site,0,"['Guided Tours', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
392,Scotts Bluff National Monument,0,"['Arts and Culture', 'Cultural Demonstrations', 'Hiking', 'Living History']",0
393,Selma To Montgomery National Historic Trail,0,"['Guided Tours', 'Self-Guided Tours - Walking', 'Hands-On', 'Volunteer Vacation', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
394,Sequoia & Kings Canyon National Parks,66,"['Auto and ATV', 'Scenic Driving', 'Astronomy', 'Stargazing', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'RV Camping', 'Caving', 'Climbing', 'Rock Climbing', 'Fishing', 'Freshwater Fishing', 'Fly Fishing', 'Food', 'Dining', 'Picnicking', 'Guided Tours', 'Hands-On', 'Citizen Science', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horseback Riding', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snow Play', 'Snowshoeing', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",1
395,Shenandoah National Park,25,"['Astronomy', 'Stargazing', 'Biking', 'Road Biking', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Group Camping', 'RV Camping', 'Climbing', 'Rock Climbing', 'Fishing', 'Food', 'Dining', 'Picnicking', 'Hands-On', 'Citizen Science', 'Hiking', 'Horse Trekking', 'Horseback Riding', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",1
396,Shiloh National Military Park,0,"['Arts and Culture', 'Cultural Demonstrations', 'Auto and ATV', 'Scenic Driving', 'Biking', 'Road Biking', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Living History', 'Historic Weapons Demonstration', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
397,Sitka National Historical Park,0,"['Arts and Culture', 'Craft Demonstrations', 'Fishing', 'Food', 'Picnicking', 'Guided Tours', 'Hands-On', 'Citizen Science', 'Hiking', 'Hunting and Gathering', 'Gathering and Foraging', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits']",0
398,Sleeping Bear Dunes National Lakeshore,10,"['Astronomy', 'Stargazing', 'Biking', 'Camping', 'Backcountry Camping', 'Group Camping', 'Fishing', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Hiking', 'Hunting and Gathering', 'Hunting', 'Paddling', 'Junior Ranger Program', 'Tubing', 'River Tubing', 'Skiing', 'Cross-Country Skiing', 'Snowshoeing', 'Swimming', 'Freshwater Swimming']",1
399,Springfield Armory National Historic Site,0,"['Cultural Demonstrations', 'Guided Tours', 'Historic Weapons Demonstration', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
400,Star-Spangled Banner National Historic Trail,0,"['Arts and Culture', 'Biking', 'Mountain Biking', 'Road Biking', 'Boating', 'Camping', 'Compass and GPS', 'Geocaching', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Hiking', 'Front-Country Hiking', 'Living History', 'Reenactments', 'Paddling', 'Canoeing', 'Kayaking', 'Junior Ranger Program', 'Museum Exhibits']",0
401,Statue Of Liberty National Monument,0,"['Food', 'Dining', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
402,Ste. Geneviève National Historical Park,0,"['Arts and Culture', 'Guided Tours', 'Self-Guided Tours - Walking', 'Junior Ranger Program', 'Museum Exhibits']",0
403,Steamtown National Historic Site,0,"['Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hands-On', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
